target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2,hate1_second,hate2_second,semantic_relatedness_second
sclaunders,156807,but when the commaundemente of god is open / when the custome of the churche is knowen / when the vnclene livinge without wives bringeth forth so many sclaunders / & occasions of evil / so many adulteries & other crimes worthy to be loked upō / and ponyshed of a good governour / iet it is a mervelous thing that in nothing more crueltie is exercised then against the mariage of prestes god cōmaundeth to honour mariage / lawes in al comen wealthes wel ordered / yea with the hethen men have furnished and adourned matrimony with moste highe honours .,1536,Anonymous2,t0,247822,"government from them : the queenes maiestie having made her lawes without doing any of these thrée thinges , nor having taken from the pastor the thirde , any more then the two first : let them looke to it , both how they disobey the lawes she hath made , and how they cast foorth such suspitious sclaunders on her maiestie , as though in making her lawes she did take the pastors ecclesiasticall government from him .",1587,JohnBridges,t1,4,2,2,2,2,3
sclaunders,478349,"and they shal beginne to order their life according to the prescription of gods worde , with all feare , and godly carefulnes they shall also haunt ecclesiastical assembles studiously , and they shall caste away the love of them selves , and the despisinge of the congregation , and the holy ministery , and shall not invade other mennes offices.surely our adversary the devil ceaseth not nor slu•breth , but watcheth , and seeketh to pull men from god with infinite craftes , giles , deceits , and sclaunders .",1547,HermannvonWied1,t0,296437,"these foresaid pilgrimes of god , delight sore when they heare of saints or of vertuous men and women , how they forsooke wilfully the prosperity of this life , [ 7007 ] how they withstood the suggestion of the fiend , how they restrained their fleshly lusts , how discret they were in their penance doing , how pacient they were in all their adversities , how prudent they were in counseling of men and women , moving them to hate all sinne , and to fly them , and to shame ever greatly thereof , and to love all vertves , and to drawe to them , imagining how christ and his followers by example of him , suffered scornes and sclaunders , and howe paciently they abode and tooke the wrongful manasing of tirantes : how homely they were and seruisable to poore men , to relieve and comfort them bodely and ghostly , after their power and cunning , and how devout they were in prayers , how fervent they were in heavenly desires , and how they absented them from spectacles of vaine sayings and hearings , and how stable they were to let and to destroy al vices , and how laborious and ioifull they were , to sowe and to plant vertves .",1583,JohnFoxe,t1,4,2,2,2,2,4
sclaunders,478349,"and they shal beginne to order their life according to the prescription of gods worde , with all feare , and godly carefulnes they shall also haunt ecclesiastical assembles studiously , and they shall caste away the love of them selves , and the despisinge of the congregation , and the holy ministery , and shall not invade other mennes offices.surely our adversary the devil ceaseth not nor slu•breth , but watcheth , and seeketh to pull men from god with infinite craftes , giles , deceits , and sclaunders .",1547,HermannvonWied1,t0,247822,"government from them : the queenes maiestie having made her lawes without doing any of these thrée thinges , nor having taken from the pastor the thirde , any more then the two first : let them looke to it , both how they disobey the lawes she hath made , and how they cast foorth such suspitious sclaunders on her maiestie , as though in making her lawes she did take the pastors ecclesiasticall government from him .",1587,JohnBridges,t1,4,2,2,2,2,4
sclaunders,668883,"but the great losses and dammages which in sundry sorts i have sustained , do not so much grieve my hart , as the rash , lewde , fond , and most vntrue fables and reports of me , and my studies philosophicall , have done , & iet do : which cōmonly , after their first hatching , and divelish devising , immediatly with great speede , are generally all the realme overspread ; and to some , seeme trve ; to other , they are doubtfull : and to only the wise , modest , discreet , godly , and charitable ( and chiefely to such as have some acquaintance with me ) they appeare , and are knowne to be fables , untruths , and utterly false reports , and sclaunders .",1599,JohnDee,t1,234362,"causes : and their reasons , why they will not first treate there - on , untill they have before assigned unto all and every of these 4 . estates , all their places , with their severall and ioint offices and authorities : wherein is shewed , not only what daunger , and iniury is offred unto christian princes : but also , with what unworthy contumelies and sclaunders , they are reiected to the ende of this learned discourse.a learned discourse of ecclesiasticall governement , prooved by the worde of god .",1587,JohnBridges,t1,4,1,1,0,1,4
sclaunders,476022,"confirme this thy seruante with thy holy spirite , that he may cōtinue in the obedience of thy gospell , and strongly resist the divel and his owne weakenes , and not greve the holy goste , or trouble or offende thy churche with sclaunders , but that his whole life may serve to the praise of thy glory , his owne health and commune profitte of thy congregation , as thou hast prescribed to us , and as thou haste promised that thou wilte give to them that aske the .",1547,HermannvonWied1,t0,728546,"but our trve defense shall be as a salve to this sore , and where they would fester with biting corrasies , we doubt not to cure with wholesome cordials , and against their vaine sclaunders to use the defensatiue of trve dealing , that all this roauing shooters darts shall be , i trust , but as bulrushes , and his endevour as of one that worketh against the streame , who while he laboureth to disgrace the gospell , shall gaine shame to himselfe : to whome that saiing of hierome may be returned , [ 490 ] frustra niti , neque aliud fatigando , nisi odium quaerere , extremae dementiae est , to strive in vaine , and to purchase hatred with wearines is extreame madnes.the sixt perswasion .",1603,AndrewWillet2,t1,4,2,2,0,2,4
sclaunders,550784,"there are but too many such as you be , that by sinister informations and sclaunders , goe about to hinder godly and holy attempts , fishing out some thing whereby to stay i t same , by all meanes they can : but god be praised such false and light reportes , such naughty dealings , have turned and doe commonly turne to the beginners shames , and to gods glory the more , and his peoples good and comfort , as in deede this did : for though this godly exercise were a time stayd , by misreportes , iet at length was it taken in hande , with the good countenance and liking of authority , whereof you and such might learne , to give over such rusty cankered practises , and to take a new and better course ; if y had any grace.it fareth now adays ( gentle reader ) in the building of gods spiritvall house and city , which is his church here upon earth even as it did in old time ( which conformity and likelihood may serve greatly to our instruction , admonition and comfort ) when at gods appointment , the house and temple of god , and the city ierusalem were to be reedified , god stirring up for that purpose king cirus , and darius , & preparing the heartes of other of his people to further and advaunce that worke , as we may see in the holy stories of ezra , and nehemiah , the thing 〈 ◊ 〉 well begun , was greatly hindred , somtime by colourable vndermining after a politik maner , & by false accusation , making cōplaint even to the king , somtime by conspiracy & open force & violence ; iet notwithstanding ( all preparatiōs and subtill devises cōming to naught ) the work , though with much a do , by gods meruellous providence ; went lustily & luckely forward , and was at i e last happily finished .",1581,PercevalWiburn,t1,668883,"but the great losses and dammages which in sundry sorts i have sustained , do not so much grieve my hart , as the rash , lewde , fond , and most vntrue fables and reports of me , and my studies philosophicall , have done , & iet do : which cōmonly , after their first hatching , and divelish devising , immediatly with great speede , are generally all the realme overspread ; and to some , seeme trve ; to other , they are doubtfull : and to only the wise , modest , discreet , godly , and charitable ( and chiefely to such as have some acquaintance with me ) they appeare , and are knowne to be fables , untruths , and utterly false reports , and sclaunders .",1599,JohnDee,t1,4,2,2,2,0,4
sclaunders,603383,"for to these manners and lordeshippes belonge many tenauntes , for whose leases to be made fines and haryottes to be appoyntedde and taken , a mercyamentes to be affessed taxed and also forgeuen and dispencedde , there be noo fewe sutes made to my lorde bisshoppe , also the hearinge of testamentorye causes , dyuorses , causes of matrimony , of sclaunders , of 〈 ◊ 〉 , adultery , and punishement of 〈 ◊ 〉 , and suche other 〈 ◊ 〉 courte matters ▪ whereof not one belonge to his office and vocacion appointed by goddes worde .",1544,RichardTracy,t0,234362,"causes : and their reasons , why they will not first treate there - on , untill they have before assigned unto all and every of these 4 . estates , all their places , with their severall and ioint offices and authorities : wherein is shewed , not only what daunger , and iniury is offred unto christian princes : but also , with what unworthy contumelies and sclaunders , they are reiected to the ende of this learned discourse.a learned discourse of ecclesiasticall governement , prooved by the worde of god .",1587,JohnBridges,t1,4,2,2,2,1,3
sclaunders,378760,"we are many ways premonished both out of the worde of god , and also out of histories of ecclesiastical matters , that satan laboureth by al meanes to steare up and to bringe into the church sundry sclaunders , and offences aswell of doctrine , as of life .",1547,HermannvonWied2,t0,377586,"yea they muste so behave them selves towardes such men , that both the personnes then selves and also other may understande that they be sore agrieued with their wicked actes , and sclaunders , wherewith they trouble the congregation of god.if any dy in excōmunication , let not the other mēbres of the congregation be present at his buriall , but let them compte him as a cast away , seinge that he died without the invocation of the name of christe , and acknowledging of his synnes.therfore the superentendant , the pastour and other deputed to this ministery , muste use excōmunication onely against open il livers , whiche wil not amende , and not in civile matters , as to require dettes , for of these thinges the politike iudgementes of the officers muste give sentence , and observe that way , whiche is described in our reformation set forth heretofore , cōcerning this matter and if neede shal require , it shall be iet more largely described by the advise of our counsell .",1547,HermannvonWied2,t0,4,2,2,0,2,4
anselmus,468634,"a subdeacon ( they say ) which ministred to him at masse , put venim in his chalice , & so poisened him for his labour benno cardinalis , [ 850 ] & valerius anselmusryd edwarde the sonne of kinge edmonde ironside , had .",1551,JohnBale,t0,165755,"for epiphanius , theodoretus , chrisostomus , tertullianus , ambrose , sedulius , anselmus , oecumenius , haimo and theophilactus , do expound it flatly against our romish iesuite ; and so doe also his owne deare fellowes aquinas and caietanus .",1596,ThomasBell,t1,4,0,0,0,0,4
anselmus,469385,"anselmus after this , declared by a large epistle to his archedeacon william , [ 1129 ] what ordre he and the curates shulde take in the publishinge of this generall curse or excommuicacyon for buggery .",1551,JohnBale,t0,315614,"& c. this decree of pope urban , anselmus alleaging for himselfe : denied to subiect himself to the kings homage , fearing ( as he said ) the popes excommunication .",1583,JohnFoxe,t1,4,0,0,0,0,4
anselmus,469737,"some writers have thought , specially mathew of westminstre , that anselmus bare with kinge henry in this matter concerninge his marriage , [ 1083 ] to winne him in an other muche more waighty & profitable purpose .",1551,JohnBale,t0,466831,"wherupon anselmus iudginge the kinge a scismatike , [ 1043 ] a rebell , and a tiraunt , obstinatly withstode him to the very face like a ruffelinge rouer .",1551,JohnBale,t0,4,0,0,0,0,4
anselmus,467919,"but in the ende they prevailed not , first lanfrancus , and than anselmus , beinge both monkes and archeby•hoppes of canterbury , and writinge •o the romish nēroth against thē.",1551,JohnBale,t0,466961,"anselmus a normandy monke , at the instaunt request , labour , and longe sute of the clergy , [ 1039 ] was constitute archebishopp of canterbury , by kinge william rufus .",1551,JohnBale,t0,4,0,0,0,0,4
anselmus,165755,"for epiphanius , theodoretus , chrisostomus , tertullianus , ambrose , sedulius , anselmus , oecumenius , haimo and theophilactus , do expound it flatly against our romish iesuite ; and so doe also his owne deare fellowes aquinas and caietanus .",1596,ThomasBell,t1,327784,"upō this , messengers were sent to rome on both partes , unto the pope ( then paschalis ) who stoutly standing to the steps and determinations of urbane his predecessor , woulde in no case decide to the kings inuesting.in the meane time while there was long disputation on both sides for inuesting : the nobles of the realme cōtended , that inuestings did belōg to the kings dignity : wherfore the king calling for anselmus againe , required him either to do homage to him , or els to voide his kingdome .",1583,JohnFoxe,t1,4,0,0,0,0,4
anselmus,470181,anselmus in epistola .,1551,JohnBale,t0,691831,anselmus in 26 . mat .,1594,RobertAbbot,t1,4,0,0,0,0,4
anselmus,466831,"wherupon anselmus iudginge the kinge a scismatike , [ 1043 ] a rebell , and a tiraunt , obstinatly withstode him to the very face like a ruffelinge rouer .",1551,JohnBale,t0,165755,"for epiphanius , theodoretus , chrisostomus , tertullianus , ambrose , sedulius , anselmus , oecumenius , haimo and theophilactus , do expound it flatly against our romish iesuite ; and so doe also his owne deare fellowes aquinas and caietanus .",1596,ThomasBell,t1,4,0,0,0,0,4
anselmus,202907,[ 4786 ] tomo 2 . de sacramentis.walden citeth a peece of this sermō under anselmus name before he was ware.walden tomo 2 . de sacramentis .,1585,ThomasBilson,t1,283577,"[ 2818 ] but first meting w t anselmus at the abbey of becke , he cōuented & agreed with him in al such pointes as the archb .",1583,JohnFoxe,t1,4,0,0,0,0,4
anselmus,470181,anselmus in epistola .,1551,JohnBale,t0,315614,"& c. this decree of pope urban , anselmus alleaging for himselfe : denied to subiect himself to the kings homage , fearing ( as he said ) the popes excommunication .",1583,JohnFoxe,t1,4,0,0,0,0,4
anselmus,468106,anselmus in epistolis .,1551,JohnBale,t0,161772,"and anselmus holdeth flatly the opinion of saint austen , [ 419 ] expounding the words of saint paul so plainly of the elect , as no papist is able to avoide the same , unlesse they will reiect anselmus , because they can not answere him : and iet they can not so do without blushing , because they have hitherto reputed him for their owne : these therefore are his expresse words.domus in qua deus habitat , ecclesia est ex multis collecta fidelibus qui variis modis sunt docendi , [ 420 ] & ipsa eius ecclesia est in perfectis columna , i d est , sublimis & recta , & inconcussibilis & sustentans iuniores atque sustollens , & in eisdem perfectis est ipsa firmamentum veritatis ; quia verbis & exemplis firmat in cordibus infirmorum , veritatem fidei & mandatorum dei.the house in which god dwelleth , is the whole congregation of the faithfull , who are to be taught diversly : and the same church is in the perfect a piller , that is , sublime , straight , inconcussible , supporting and lifting up the yonger sort , and in the same perfect , it is the firmament of truth , because both by words and examples it confirmeth in the hearts of the weake , the verity of faith and gods commandements.out of these words i gather first , that the house of god , whereof the apostle writeth to timothy , is ( not the rable ofpopes and popish prelates ) but the congregation of the faithfull .",1596,ThomasBell,t1,4,0,0,0,0,4
provisions,470168,it came altogither from the dust heape of their monkery . ☞ their first spiriituall provisions here .,1551,JohnBale,t0,315175,"divers other provisions the same time were ordeined and stablished : that if any did holde of the king in whole or in part , and should chance him to depart ( his heire being under age ) the wardship of him should belong to the king , as hath partly before bene specified.moreouer it was there decreed , [ 4565 ] that the wooll of england should be wrought onely within the realme , neither should it be transported out to straungers.item , that no man should weare any cloth , but which was wrought and made onely within the realme.item , that garments too sumptuous , shoulde not be brought in nor worne.item , that all excessive and prodigall expenses wasted upon pleasure and superfluity , should be e••hued of al persons.many other lawes & decrees ( saith the author ) in this assemble were ordeined , wherein they continued the space of 15 . days : and many of them were impoysoned , of whom was the abbot of westminster , a man in that order much commended .",1583,JohnFoxe,t1,4,0,0,0,0,3
provisions,467304,"the troblouse cares in marriage , [ 590 ] as are the necessary provisions for howse kepinge , the vertuous bringinge up of children , and the daily helpinge of poverty , shulde rather seme a christen crosse to godly wise men , than easy idelnesse in monkery .",1551,JohnBale,t0,470268,"as muche was it to recover him and to save his life as all they coulde do which stode about , with long pooles , pro• hokes , lives ropes , and other hasty provisions .",1551,JohnBale,t0,4,0,0,0,0,2
provisions,469528,"benno cardinalis reporteth of this hellish hildebrand , [ 906 ] that in the first entraunce of his romish papacy , he had all these devilish provisions to wurke his myscheues with .",1551,JohnBale,t0,478298,"if their remainie in any plase hospitalles for poore people , for orphanes , for olde men and women , for sicke , and leprosse persones , we shal procure , that the same shal be diligently loked upon , and reformed , that nedy , and miserable folke , for whome those provisions were made , may have consolacion , and comforte from thens as largely , and cōmodiously as may be , and the cheife deacons of congregacions , and wardens of the holy treasure shal have charge of them , so that by them , whiche heretofore have had the procuration of such hospitalles , all thinges shalbe so administred , as they were first instituted , that all the necessites of the faithful may be most commodiously holpen , and succourred , accordinge to the lordes commaundment , and that alfautes , and incommodites whiche are wounte to crepe into these holy institutions shalbe resisted in time and that effectuosly . ❧ of erectinge of scholes for children.god hath comprehended in the writinges of the prophetes and the apostles , his doctrine of saluacion , whereby he bringeth men to everlastinge life , and sheweth us away to calle upon him , and to pray to him fore thinges , that be very necessary to passe furth this present life handsomely , and honestly .",1547,HermannvonWied1,t0,3,0,0,1,0,2
provisions,467304,"the troblouse cares in marriage , [ 590 ] as are the necessary provisions for howse kepinge , the vertuous bringinge up of children , and the daily helpinge of poverty , shulde rather seme a christen crosse to godly wise men , than easy idelnesse in monkery .",1551,JohnBale,t0,308810,"this therefore i write , for that where as both we and our realme have ever and in all things bene hetherto at the devotion and commaundement of your fatherhood , and that although in some certaine affaires of ours and of our kingdome , we have found your fatherly favour and grace sometimes propice unto us : iet in some thinges againe , as in provisions geven & graunted to your clerkes of forreine nations , both we and our kingdome have felt no small detriment .",1583,JohnFoxe,t1,4,0,0,0,0,3
provisions,292012,"certaine other straungers there were , to the number of 200 . and more , which having the castell of winfore there immured and intrenched themselves , to whome at length prince edward also adioined himselfe.in the meane time while this sturre was abroade , [ 4586 ] the king keeping them in the tower , & seeing the greatest part of his nobles & commons with the londoners to be set against him : agreed to the peace of the barons , & was contented to assent againe to the ordinances and provisions of oxford .",1583,JohnFoxe,t1,289406,"where as now both the rule of scripture , & sanctions of the old councels set aside , all thinges for the most part are decided by certaine new decretall or rather extradecr•tall & extravagant constitutions , in the popes canon law compiled , and in his consistories practised.and where as the old ordinaunce and disposition , as well of the common law , as of the sacred councels , and institution of auncient fathers have geven to bishops & other prelates , also to patrons and donors of ecclesiastical benefices every one within his owne precinct and dominion , also to cathedrall churches and other : to have their free elections & to prosecute the same in full effect : ordring and disposing promotions , collatiōs , provisions & dispositions of prelacies , dignities , and all other ecclesiasticall benefices whatsoever , after their owne arbitrement , as appeareth by the first generall councell of fraunce .",1583,JohnFoxe,t1,4,0,0,0,0,2
provisions,378613,"if their remainie in any plase hospitalles for poore people , for orphanes , for olde men and women , for sicke , and leprosse persones , we shal procure , that the same shal be diligently loked upon , and reformed , that nedy , and miserable folke , for whome those provisions were made , may have consolacion , and comforte from thens as largely , and cōmodiously as may be , and the cheife deacons of congregacions , and wardens of the holy treasure shal have charge of them , so that by them , whiche heretofore have had the procuration of such hospitalles , all thinges shalbe so administred , as they were first instituted , that all the necessites of the faithful may be most commodiously holpen , and succourred , accordinge to the lordes commaundment , and that alfautes , and incommodites whiche are wounte to crepe into these holy institutions shalbe resisted in time and that effectuosly . ❧ of erectinge of scholes for children.god hath comprehended in the writinges of the prophetes and the apostles , his doctrine of saluacion , whereby he bringeth men to everlastinge life , and sheweth us away to calle upon him , and to pray to him fore thinges , that be very necessary to passe furth this present life handsomely , and honestly .",1547,HermannvonWied2,t0,306055,"by the which provisions , i e state of the realme decreased more and more , the kings roialty & prerogative greatly obscured and diminished , innumerable treasure of the realme transported , aliens & straungers placed in the best and fattest by shoprickes , abbeys , and benefices within the realme .",1583,JohnFoxe,t1,4,0,0,0,0,2
provisions,469528,"benno cardinalis reporteth of this hellish hildebrand , [ 906 ] that in the first entraunce of his romish papacy , he had all these devilish provisions to wurke his myscheues with .",1551,JohnBale,t0,292012,"certaine other straungers there were , to the number of 200 . and more , which having the castell of winfore there immured and intrenched themselves , to whome at length prince edward also adioined himselfe.in the meane time while this sturre was abroade , [ 4586 ] the king keeping them in the tower , & seeing the greatest part of his nobles & commons with the londoners to be set against him : agreed to the peace of the barons , & was contented to assent againe to the ordinances and provisions of oxford .",1583,JohnFoxe,t1,4,0,0,1,0,2
duns,718599,"truly , as i am not willing at this time to set down my absolute opinion ( touching so many me• ) héerein : for , for myowne part let each one of them have his dve reverence for his travaile and labour , so am i not afeard to speake both boldly & fréely my minde , what i thinke , always ( not withstanding ) kéeping my selfe within my compasse : [ 23 ] iohn duns scotus ( commonly called the subtill doctor ) saith that the divines have in some places mixed philosophy with divinity , & that with great profit : i truly confesse that they have mingled it with divinity , yea i adde they have therewith confused divinity , but if he thinke it was done with any fruite , i beséech master doctor pardon me if i can not héerein agrée with him : for sithen the schoolemen have not followed that good part of disputing , which giveth trve resolutions to arguments ( as we shall héerafter declare ) but have as it were dallied & sported themselves in probabilities , & béeing for the most part vaine & frivolous arguments , me thinks they have not brought into the church of god the trve use , but rather the abuse of philosophy : and truly , i say it séemeth to me , that into i e midst of i e church , the schoolemen have brought sophistication and shamelesse falshood , decked and adorned with the colour & name of philosophy , as of an honest matrone , to the great detriment & hurt of the church .",1583,AntoinedeChandieu,t1,74816,"surely nothing moved them therto so much , as did the vaine faith which they had in the church and sea of rome.for ioannes scotus , [ 1277 ] otherwise called duns , ( the subtillest of all the schoole authors ) intreating of this matter of transubstantiation , sheweth plainly the cause therof .",1580,ThomasCranmer,t1,4,0,0,0,0,4
duns,718599,"truly , as i am not willing at this time to set down my absolute opinion ( touching so many me• ) héerein : for , for myowne part let each one of them have his dve reverence for his travaile and labour , so am i not afeard to speake both boldly & fréely my minde , what i thinke , always ( not withstanding ) kéeping my selfe within my compasse : [ 23 ] iohn duns scotus ( commonly called the subtill doctor ) saith that the divines have in some places mixed philosophy with divinity , & that with great profit : i truly confesse that they have mingled it with divinity , yea i adde they have therewith confused divinity , but if he thinke it was done with any fruite , i beséech master doctor pardon me if i can not héerein agrée with him : for sithen the schoolemen have not followed that good part of disputing , which giveth trve resolutions to arguments ( as we shall héerafter declare ) but have as it were dallied & sported themselves in probabilities , & béeing for the most part vaine & frivolous arguments , me thinks they have not brought into the church of god the trve use , but rather the abuse of philosophy : and truly , i say it séemeth to me , that into i e midst of i e church , the schoolemen have brought sophistication and shamelesse falshood , decked and adorned with the colour & name of philosophy , as of an honest matrone , to the great detriment & hurt of the church .",1583,AntoinedeChandieu,t1,328324,"171 . wherof perhaps the schole , now called the new colledge ( first then begon of this neotus ) might take his name : which ( afterwarde peradventure ) the bishops of winchester after a larger manner did reed•fie , and inlarge with greater possessions.moreouer , amōg other learned men which were about king alfrede : histories make mention of iohannes scotus ( a godly divine , and a learned philosopher ) but not that scotus , which nowe we call duns .",1583,JohnFoxe,t1,4,0,0,0,0,4
duns,791834,"cvius doctrinae etiam duns in euangeliis meminit , dicens .",1547,RobertSmith,t0,158267,"certain 〈 ◊ 〉 instituted and ordeined , [ 299 ] not to the subduyng of the flesshe , but to thentent that by i e worke an honoure mighte be rendered to god ( as maister duns saithe ) and eternall deathe redemed .",1536,Anonymous2,t0,4,0,0,0,0,4
duns,76408,"but if you had read duns , you would have written more clerkely in these matters , then you now do .",1580,ThomasCranmer,t1,69756,"and because you deny it , read the chiefe pillers of the papistes , duns , and thomas de aquino , which the papists call s. thomas , who say , that christ is whole under every part of the formes of bread and wine , not only when the host is broken , but when it is who ll also .",1580,ThomasCranmer,t1,4,0,0,0,0,4
duns,29560,"religious men , of what so ever ordre they be / whiche do extoll and advance highly their owne doctrines & their owne doctours and saintes : what other thinge do they talke , singe or preache , or what elles have they in their mouthes , then holy sainte thomas / the subtill doctour / maister duns / the moste excellent clerke augustine / worshipfull albert .",1534,JoachimVadianus,t0,480293,"by these things we sufficiently see the profaned divinity of the chiefe times of poperie.9 touching philosophy , the workes of petrus de bruxellis , iohannes de monte , de ponte , dorbella , duns , toletus , titleman , and many such like , doe evidently confirme that which i have saide .",1598,ThomasStoughton,t1,4,0,0,1,0,4
duns,29879,"[ 117 ] thou answerest & sayst , he hath taught me saint thomas / duns / occā / capreolus / aristo .",1534,JoachimVadianus,t0,29808,"nowe i say , for as moche as in all doctours accordinge to the nature of man , hath bene founde inconstauncy , and a certeine feare to affirme in so moche i t of their doctrines to & fro many exceding & noisome errours have bene { per}ceyued & espied out : if i e doctrines & sermons which their doctors have taught , have not openly & plaīly buylded upon i e sure stone of i e deuyne scripture / but if they do take ony thinge what so ever it be for sure & undoubted / if either thomas or duns / or ockam & such other have writen : so i say i t they do stonde in greate ieo{per}dy afore god .",1534,JoachimVadianus,t0,4,0,0,0,1,4
duns,159177,[ 109 ] a distinction of duns .,1536,Anonymous2,t0,158267,"certain 〈 ◊ 〉 instituted and ordeined , [ 299 ] not to the subduyng of the flesshe , but to thentent that by i e worke an honoure mighte be rendered to god ( as maister duns saithe ) and eternall deathe redemed .",1536,Anonymous2,t0,4,0,0,0,0,4
duns,29879,"[ 117 ] thou answerest & sayst , he hath taught me saint thomas / duns / occā / capreolus / aristo .",1534,JoachimVadianus,t0,29593,"for this is evident & more cleare then day / that duns and thomas do agree with none other doctours / and they two be also so repugnaunt and contrary the one to i e other / that what the one affirmeth & saithe / the other doeth deny i e same : the one saith that this thinge is deadly sinne , i e other saith it is no syn̄e .",1534,JoachimVadianus,t0,4,0,0,0,0,4
vices,467148,"supersticion , hipocresy , and vaine glory , were afore that time suche vices as men were glad to hide , [ 631 ] but now in their gandyshe ceremonies they were taken for gods divine seruyce.¶sygnes and plages folowinge these mischefes .",1551,JohnBale,t0,335010,"notwithstanding this hath the lord shewed us this mercy , to have imprinted in our harts his gospel , to resist all incredulity : and hath given us a desire and affection to renounce our owne inclinations and corrupt desires , to follow his righteousnesse , and obey his holy commandements : sure we are , that the vices and imperfections remaine in us can not let , but that he receive us & make us worthy to be partakers of his good things in this spiritvall banquet .",1600,CiprianodeValera,t1,4,0,0,2,2,4
vices,663230,"and where as , they bee wholely given to so foule and detestable sensualytee , they dooe interprete it , to be , the commaundemente , of the heavenly father , persuadyng to women and honeste matrones , that it is impossible for them , to be partakerres of the kingdome of heaven excepte they doe abhominably prostitute , and make common theire owne bodies to all men , sithe that it is , written , that we muste forsake and renounce , to all thinges , i • we love best , and that we ought to suffer all kindes of infamy , or reproche , for christsake , beside that , that i e publicans , and harlottes shallbe preferred , to the ryghtwes , in the kingdome of heaven , there is no ende , nor measure of ther infidelity , and falshod , of their liing and sedition , with the which vices these disobedient persons are on every side infectid .",1548,HeinrichBullinger,t0,568427,"for that ( as their embassadors then affirmed ) they had found by experience , since the time that the people of their citty had ceased to use secret confession of their sinnes , that all their common wealth abounded with such horrible vices against iustice , [ 36 ] and other vertves , as in former ages were utterly unknowne to their people.and as touching our owne country of england , i appeale not only to the grave iudgement , and testimony of all the iudges , iustices , and other magistrates , and officers , in every sheire : but even also unto the manifold , lamentable , and most grievous complaints , of the increase of late yeres of so much false deceitfull dealing , and other wickednes specified ( with rehearsall of many horrible particulars ) in divers acts of sundry late parliaments , enacted , and published in print , by full consent of all the estates of our realme , yea , and by the consent of all the new archbishops , and bishops , who openly agreed and gave their voices in those parliaments unto those so lamentable complaints , whether all sinnes of murder , incest , adultery , theft , wilfull periury , subornation of false witnesse , forging of false evidences , and writinges , liing , deceitfull dealing , fraudulent banckrupting , slaundering , gluttony , delicacy , drunkennes , ruffianly , and womanly apparell , and all kinde of pride , arrogancy , and presumption , have not much more increased in our realme , since the time that the use of secret cōfession of our sins to our ghostly father hath bin banished away from thence .",1599,LuisdeGranada,t1,4,1,1,2,2,4
vices,396577,"we must fight , saith he with avarice , with vnchastitie , with anger , & ambition : we muste wrastle continually with carnall vices , and the temptacions of the worlde : for our soule , consideringe that it is seged with the whole army of the devill , is scarsly able to stande against such a violent assault .",1550,JohannRivius,t0,3473,"for as atlas is faigned to support the heavens with his shoulders , so must the world be held up by discipline , & those vices cut off with the sword of reformation , that fight against honesty ; for her valour and courage will soone weaken by impunity and evill example ; but as the cutting off the head of a serpent killeth the body , so the immoderate passions of i e mind rooted out in the beginning , the whole body of this hidious mōster voluptuousnes is destroyd , and the tranquility of the mind possest with greater ioy ; for being once taught to loath vice , & traded in wel doing , from the cradle , is thereby so well qualified , as it doth not easily chaunge any good course it vndertakes , but upon well grounded reasons .",1603,HenryCrosse,t1,4,0,0,2,2,3
vices,663230,"and where as , they bee wholely given to so foule and detestable sensualytee , they dooe interprete it , to be , the commaundemente , of the heavenly father , persuadyng to women and honeste matrones , that it is impossible for them , to be partakerres of the kingdome of heaven excepte they doe abhominably prostitute , and make common theire owne bodies to all men , sithe that it is , written , that we muste forsake and renounce , to all thinges , i • we love best , and that we ought to suffer all kindes of infamy , or reproche , for christsake , beside that , that i e publicans , and harlottes shallbe preferred , to the ryghtwes , in the kingdome of heaven , there is no ende , nor measure of ther infidelity , and falshod , of their liing and sedition , with the which vices these disobedient persons are on every side infectid .",1548,HeinrichBullinger,t0,646010,"all the vices where with the apostle chargeth the gentiles in the first to the romanes , and the roote wherof he proveth to be in all flesh , are apparantlyin them , not only by nature , but in a full practise & execution .",1581,JohnFielde,t1,4,1,1,2,2,4
vices,515421,"and if it be trewe , that gratitude , which is a perpetuall memory of benefittes received , and alsoo a desire to recompense them , be as a mother of many vertves , forasmoche as there commeth from her , love and feare of god , love and feare of our prince , love towarde our countrey , love towarde our parentes , frendship betwene man and man , veneration of those that bringe us up , and do either norisshe our bodies or instructe our mindes , we muste nedes gather it to be trve , that cicero writeth to his frende atticus , ingratis vitia inesse omnia , that is , all vices to be in them , that are vnkynde .",1539,RichardMorison2,t0,3473,"for as atlas is faigned to support the heavens with his shoulders , so must the world be held up by discipline , & those vices cut off with the sword of reformation , that fight against honesty ; for her valour and courage will soone weaken by impunity and evill example ; but as the cutting off the head of a serpent killeth the body , so the immoderate passions of i e mind rooted out in the beginning , the whole body of this hidious mōster voluptuousnes is destroyd , and the tranquility of the mind possest with greater ioy ; for being once taught to loath vice , & traded in wel doing , from the cradle , is thereby so well qualified , as it doth not easily chaunge any good course it vndertakes , but upon well grounded reasons .",1603,HenryCrosse,t1,4,0,0,2,2,4
