target,sent_id1,sentence1,year1,text1,period1,sent_id2,sentence2,year2,text2,period2,semantic_relatedness,hate1,hate2
apocalips,286796,"& c. and s. iohn saith in the apocalips : i saw an other beast ascending out of the erth , and two hornes like to the lambe .",1583,JohnFoxe,t1,277038,"she prophecieth [ 191 ] that the see of rome shall bee throwne downe into the deepe like a milstone , ( according to the prophecy of saint iohn , apocalipse .",1603,GeorgeDowname,t1,4,0,0
apocalips,29718,"chapiter of i e apocalipse / of these thinges dothe folowe this proposition , that it were as profitable , ( yea i had well neare said more profitable also ) that all the hole scripture & the holy gospell were abrogate and cleane put away , then i t it sholde continew in suche state and captyuyte / if this holsom message ought to be preached , and shewed to no man more largly ( as they do say ) then as moche as the pope / will confirme and alowe .",1534,JoachimVadianus,t0,733118,"for as in the beginning god of his greate mercy calleth uppon all people bothe electes and reprobates to come to him / so doth he after bothe twaine cōmen and received , and gone a way by sinne againe , call ordinarily uppon them bothe of his like mercy still , as longe as they live in this worlde here , and wolde if they wolde assente therto them selfe and obay , be as gladde to finde them againe as ever he was to winne them before / as the wordes of holy writte be plaine in the apocalips , i stande at the dore and knocke.and if tindale will avoide this / he muste then say [ 88 ] that all the wordes of holy scripture by whiche god called uppon the people to repentaunce , be spoken onely to the electes .",1533,ThomasMore2,t0,4,0,0
apocalips,601655,sainte ihon saithe in the apocalipse .,1546,RichardSmith,t0,319367,"[ 6353 ] days in daniel , which make 42 . moneths , and in the apocalips they assigne him 42 . moneths .",1583,JohnFoxe,t1,4,0,0
apocalips,601655,sainte ihon saithe in the apocalipse .,1546,RichardSmith,t0,602295,"and because saint iames in his epistle doth plainly condemne , & reprove that his deuyllysh opinion , and saint ihons apocalipsis also disproueth the same erroure , he was not ashamed to deny them both , affirminge that these bookes are not scripture , nor written by iames , and ihon the apostle .",1546,RichardSmith,t0,4,0,0
apocalips,470676,"loke iohan capgraue.¶the perfight age of the beast , theodorus a greke , [ 255 ] was of pope vytelinaus constitute the sixt archebishop of caunterbury , from augustine or sens the papacy began , to make all sure here to antichristes behoue in the sixty and sixe yeare of his age , and in the yeare from christes in carnacion six hondred , sixty , and sixe , which is in saint iohans apocalips the full age of the beast , [ 256 ] and the full nombre of man , marke it good reader .",1551,JohnBale,t0,454095,"and all this but as it were the first birth of the church : for consummatum est , could not be tolde by way of a story , before the ende of the world : though foretold it is ( the whole course , i say , of the church , even to the glorious consummation thereof ) in the apocalipse .",1580,RichardBristow,t1,4,0,0
apocalips,786138,"the author therfore of this little boke : hath not onely added unto these figures an exposicion to declare i e meaninge of every of them : but manifest scriptures also , to prove the thinges that they represente , to be trve , so that these figures may appeare rather to be the figures of some apocalipsis or reuelacion , then the inuencion of any man .",1548,WalterLynne,t0,601655,sainte ihon saithe in the apocalipse .,1546,RichardSmith,t0,4,0,0
apocalips,422928,chytraei.the fourth place of scripture wee will take out of the 17 . of the apocalips ▪ there the seate of antichrist is described .,1592,AndrewWillet,t1,651662,"we read in the apocalips of two prophetes , whose bodies being throwen out into the streétes , did reviue and came to life againe after theé days and a halfe .",1581,WalterHaddon,t1,4,0,0
apocalips,790416,"to be briefe could this feaste come otherwise in to the church of christe then by the apostles tradicion , and teaching by mouth , since sainte iohan in the apocalipse the firste chaptre speaketh of it ?",1547,RobertSmith,t0,274232,"and not to seeke further , even in that eleventh chapter of the apocalipse vers .",1603,GeorgeDowname,t1,4,0,0
leaders,711442,"[ 1387 ] the duke of guise , la chastre , and vitry , ledde the vantgard : the dukes of maine , of parma , and sfondrate , nephew to pope gregory the fourteenth deceased , cōducted the maine battel : the rearward had for their leaders , the d , of aumale , the earle of chaligny , boisdaufin , balagny , and sainpol .",1598,JeandeSerres,t1,712034,"all these disaduantages notwithstanding , disswaded not the prince , but that hee , the admirall ienlis , and other leaders of the religion , issued to assaile them .",1598,JeandeSerres,t1,4,0,0
leaders,709602,"[ 540 ] continued almost three quarters of an houre , night separating them : the issue beeing such , that those of the religion ( that had advanced themselves above a quarter of a league , entering with most strauge fury uppon their enemies , wearied with striking , their horses being breathlesse or hurt , namely that of the prince slaine under him , and the admiralles horse having borne him twise through the thickest of his enemies forces , beeing a very strong horse in the mouth , and in the beginning of the fight had broken his curbe , and iet neither of those two leaders hurt ) were constrained to recuile , but retiring in good order , most of the constables foote did little service , but the princes plaide their parts , the horsemen on both sides fighting with great courage.the constable himselfe was wounded to death , and died within short time after : and before hee died , [ 541 ] connielled and desired the queene to pacify those troubles with all the speed she might ; but shee followed other counsell , whereof shee and her sonnes have had leisure to repent them , and died before shee had reeled up her spindle.the prince thinking his enemies would have set uppon him againe , to bee revenged uppon a handfull of men , that had held them play under their noses , speedily sent for monsieur d'andelot , who about midnight returned to s. dennis : and it was well for those of parris ( as their leaders affirmed ) that hee came no sooner : for if hee had , it would have fallen out hardly with them .",1598,JeandeSerres,t1,712034,"all these disaduantages notwithstanding , disswaded not the prince , but that hee , the admirall ienlis , and other leaders of the religion , issued to assaile them .",1598,JeandeSerres,t1,4,0,0
leaders,791532,whan this thinge came to the minde of oure remembraunce most godly ducers capiteines or leaders ( i e apostles ) it semed to then to admit i e infantes & children after this maner to be christened .,1547,RobertSmith,t0,711442,"[ 1387 ] the duke of guise , la chastre , and vitry , ledde the vantgard : the dukes of maine , of parma , and sfondrate , nephew to pope gregory the fourteenth deceased , cōducted the maine battel : the rearward had for their leaders , the d , of aumale , the earle of chaligny , boisdaufin , balagny , and sainpol .",1598,JeandeSerres,t1,4,0,0
leaders,601925,"beware , good reader , of suche blinde leaders , leste thou repente , whan it is to late .",1546,RichardSmith,t0,745533,"but the authors of these infamies , and the leaders of this ungracious daunce to the heady and ignorant laity , maius peccatum habent , have the greater sinne.gent .",1601,JohnMush,t1,4,0,0
leaders,712059,"but the principall leaders of this mutiny , longing to put water into their wine , and such as had made their pray by spoiling houses , [ 13 ] having withdrawne themselves , some in one place , some into another , the parliament beeing strengthened and assisted , by honest and peaceable cittizens , beganne to shewe his authority , and caused some of the notablest companions amongst them , to bee taken , whom they executed : namely , la vergne , that was drawne in peeces by foure horses .",1598,JeandeSerres,t1,302987,"and like as in their inventions they swarue utterly from the right handling of all spiritval government : so in their maners & forme of life likewise , they do resemble little or no part almost , of such as are and ought to be , trve pastors and ministers of the misticall body of christ.examples heereof are plenty and plaine , in these romaine prelates to be noted : who so well considering the humble state and lowly spirite which ought to be in pastorall leaders of the church , will compare the same with the vsuall pompe of these glorious potestates.as for example , [ 7256 ] what can be more convenient for a trve pastor ecclesiasticall , then humility of hart and spirit , according to the example of the head bishop himselfe ?",1583,JohnFoxe,t1,4,0,0
leaders,467790,but se what plage folowed of this edwardes hipocresy by the perverse counsell of those idell whisperers and lecherouse leaders .,1551,JohnBale,t0,791600,"who ( that wise is ) will folowe such blind leaders , that so do wrest the holy worde of god from his right sence to mainteine an heresy ?",1547,RobertSmith,t0,4,0,0
leaders,787682,"not longe a goo , i was in communication with one of the chiefest ringe leaders of that vnlucky company ( whose name i do here wittingly passe over ) which is a man of great learninge , and in the philosophy and doctrine of aristoteles , moste conninge and experte .",1550,UlrichZwingli,t0,601925,"beware , good reader , of suche blinde leaders , leste thou repente , whan it is to late .",1546,RichardSmith,t0,4,0,0
leaders,467790,but se what plage folowed of this edwardes hipocresy by the perverse counsell of those idell whisperers and lecherouse leaders .,1551,JohnBale,t0,711442,"[ 1387 ] the duke of guise , la chastre , and vitry , ledde the vantgard : the dukes of maine , of parma , and sfondrate , nephew to pope gregory the fourteenth deceased , cōducted the maine battel : the rearward had for their leaders , the d , of aumale , the earle of chaligny , boisdaufin , balagny , and sainpol .",1598,JeandeSerres,t1,4,0,0
leaders,791532,whan this thinge came to the minde of oure remembraunce most godly ducers capiteines or leaders ( i e apostles ) it semed to then to admit i e infantes & children after this maner to be christened .,1547,RobertSmith,t0,791600,"who ( that wise is ) will folowe such blind leaders , that so do wrest the holy worde of god from his right sence to mainteine an heresy ?",1547,RobertSmith,t0,4,0,0
leaders,791532,whan this thinge came to the minde of oure remembraunce most godly ducers capiteines or leaders ( i e apostles ) it semed to then to admit i e infantes & children after this maner to be christened .,1547,RobertSmith,t0,745533,"but the authors of these infamies , and the leaders of this ungracious daunce to the heady and ignorant laity , maius peccatum habent , have the greater sinne.gent .",1601,JohnMush,t1,4,0,0
scotus,467346,[ 453 ] marianus scotus .,1551,JohnBale,t0,467441,"marianus scotus , ranulphus ly .",1551,JohnBale,t0,4,0,0
scotus,648798,"for so we be taught by iohn scotus , [ 2145 ] and by a receaved custome in opinion long before his days , confession ( saith he ) after absolution geven , either doth committ the party over to pardons : or els sendes him packing to purgatory.and thus much hitherto of the popes pardons : whereof albeit no portsale had bene made , nor any gaine and lucre reaped : iet of their owne nature they are such , as neither cann be made iustifiable by any colour or pretence , nor proved by any argument , nor ratified by any antiquity , nor ought to be suffred in any christian common weale , without horrible sacriledge , and execrable empietye .",1581,WalterHaddon,t1,187992,[ 2200 ] both which letters marianus scotus remembreth with their dates in his accompt of times and yeares .,1585,ThomasBilson,t1,4,0,0
scotus,467441,"marianus scotus , ranulphus ly .",1551,JohnBale,t0,307250,"he provided confession to helpe these matters : he alowed their bread a pixe to cover him , and a bell when hee goeth abroad , and made the masse equal with christes gospell.in this councell was first invented and brought in transubstantiatiō : [ 3560 ] of which ioannes scotus , whō we call dims , maketh mention in his 4 . booke , writing in these wordes .",1583,JohnFoxe,t1,4,0,0
scotus,467441,"marianus scotus , ranulphus ly .",1551,JohnBale,t0,592947,[ 63 ] scotus [ 64 ] baptisme of children [ 65 ] sacrament of the aulter .,1548,MartinLuther,t0,4,0,0
scotus,297414,"wherfore the pope , writing to the saide king charles of this scotus , complaineth , as in his owne wordes here followeth : relatū est apstolatui nostro , quòd opus dionisij areopagitae , quod de diuinis nominibus , & de caelestibus ordinibus , graeco descripsit eloquio , quidam vir ioannes ( genere scotus ) nuper transtulit in latinum .",1583,JohnFoxe,t1,75759,[ 1277 ] scotus super 4 . sen . distinct .,1580,ThomasCranmer,t1,4,0,0
scotus,467441,"marianus scotus , ranulphus ly .",1551,JohnBale,t0,466811,"marianus scotus and serten other writers besides , do testify in their chronicles , that whan this canutus coulde have no frute by his wife elgiue of hampton , [ 608 ] and was not trouglye contented therwith : she fearinge that he shulde either caste her up , or els resort to some other , gote her amonge religiouse chast women , to knowe what good chere was amonge them .",1551,JohnBale,t0,4,0,0
scotus,592947,[ 63 ] scotus [ 64 ] baptisme of children [ 65 ] sacrament of the aulter .,1548,MartinLuther,t0,719022,"and againe , let us receive , [ 410 ] acknowledge , and reverence all those things which are delivered unto us by the lawe , prophets , apostles , and evangelists , seeking nothing which is not contained in them.and least we should seeme altogether to neglect and despise the schoolemen , heare what scotus saith.it is most manifest that the scriptures [ 411 ] sufficiently doo containe all doctrine necessary to the pilgrime that travaileth heere in the world.peter stelliaco .",1583,AntoinedeChandieu,t1,4,0,0
scotus,468867,"marianus scotus , ranulphus , & treuisa , ly .",1551,JohnBale,t0,307250,"he provided confession to helpe these matters : he alowed their bread a pixe to cover him , and a bell when hee goeth abroad , and made the masse equal with christes gospell.in this councell was first invented and brought in transubstantiatiō : [ 3560 ] of which ioannes scotus , whō we call dims , maketh mention in his 4 . booke , writing in these wordes .",1583,JohnFoxe,t1,4,0,0
scotus,632140,"and the ministers of both i e administrations ecclesiastical and politicall , with all the people of christe , wherby when you re churches are ous cleane reedified , ther may afterwarde some of them be sent to repaire i e churches in many other natiōs , as in times paste , when in many places of fraunce and germany christes religion stode well moste in decay , with i e knowlege of holy scripture & of good artes , your churches gave the right reverende father beda , alcuinus , claudius iohan scotus men of notable religiō & doctrin and befor their time bonifacius , & many other very studious ( as thos times by the secrete dispensation of god , permitted ) repairers of christes churches .",1549,MartinBucer,t0,719220,"for so scotus doeth disagrée from thomas of aquine , and occam from scotus , and the other from occam , that you can scarce enter into their writings , but that you must be pertaker of their contention and strife : when as indéed those are the trve divine treatises and exercises in divinity , which establish & confirme our faith , and are made to the edifi•ng & comfort of i e whole church .",1583,AntoinedeChandieu,t1,4,0,0
scotus,468867,"marianus scotus , ranulphus , & treuisa , ly .",1551,JohnBale,t0,719220,"for so scotus doeth disagrée from thomas of aquine , and occam from scotus , and the other from occam , that you can scarce enter into their writings , but that you must be pertaker of their contention and strife : when as indéed those are the trve divine treatises and exercises in divinity , which establish & confirme our faith , and are made to the edifi•ng & comfort of i e whole church .",1583,AntoinedeChandieu,t1,4,0,0
galathians,602218,"i may well say to them , that folow martin luthers wicked [ 14 ] errours , and damnable heresies , and namely that , which is againste the sacrifice of the holy masse ( never improued before his days ) as saint paule saide to the galathians , greatly wonderinge [ 15 ] at their blindnes .",1546,RichardSmith,t0,476448,"seinge then that the galathians beinge seduced thorowe fals• apostles did putte some hope in the lawe , and in the ceremonies that the lawe appointeth , the apostle propouned unto them the olde testament to cōsider what it brought to passe after that sorte , that they trusted in it .",1547,HermannvonWied1,t0,4,0,0
galathians,476448,"seinge then that the galathians beinge seduced thorowe fals• apostles did putte some hope in the lawe , and in the ceremonies that the lawe appointeth , the apostle propouned unto them the olde testament to cōsider what it brought to passe after that sorte , that they trusted in it .",1547,HermannvonWied1,t0,396075,"paul hath also unto the galathians a sayng , that we may very fitly apply to this purpose .",1550,JohannRivius,t0,4,0,0
galathians,791738,"therfore paule is to be understande of theim that preache any thinge against the gospell , which he hadde taught the galathians , and they received it , but afterward forsoke it , receiving the olde lawe of moses and ioining it w t the gospel of christ , as though they could not be saved by faith in christe without the keping of those ceremonies then prohibite utterly this is i e trve meaning of saint paule saint austen expo wneth it generally of all doctrine that [ 294 ] is againste the apostles and the gospell established by their preching .",1547,RobertSmith,t0,595955,"sainct paule had broughte the galathians to the profession of the faith , & lefte theim in that state , they had received the spirit once but they sinned againe , as he testified of theim him selfe .",1549,HughLatimer,t0,4,0,0
galathians,250759,"for ( as the apostle warned the galathians , and by them us ; if y bite and devour one another , [ 8 ] take heede least y be consumed one of an other .",1587,JohnBridges,t1,193893,"againe the authority of paul writing to the galathians which hierom citeth , doth not warrant that the romanes shal not fall , but onely that the faith once preached may not be changed though an angell from heaven should attempt it , especially since the apostle commended the doctrine which they reserved to be the trve christian faith .",1585,ThomasBilson,t1,4,0,0
galathians,160562,"we have therfore well alledged the place of paule to the galathians , [ 488 ] y be voide from christe , who soever be iustified by the law , y be fallen from grace .",1536,Anonymous2,t0,726496,"may we not iustly returne upon them the rebuke of the apostle to the galathians , seeing you know god , how turne iee againe unto impotent and beggerly rudiments , [ 703 ] whereunto as from the beginning you will be in bondage againe ?",1603,AndrewWillet2,t1,4,0,0
galathians,250759,"for ( as the apostle warned the galathians , and by them us ; if y bite and devour one another , [ 8 ] take heede least y be consumed one of an other .",1587,JohnBridges,t1,464141,"of paule to the romanes , corinthians , galathians , philippians , colossians , & c : doe they not bewray merueilous greate weaknes , exceeding great contention ?",1602,JosiasNichols,t1,4,0,0
galathians,416198,"and this bloude of our saviour christ is a cōfirmaciō and establishement of his testament , as both the epistle to the galathians and the hebrues do witnesse .",1548,AnthonyGilby,t0,4724,"i boldely affirme it , nothinge at a•• [ 480 ] fearing the holinesse of your ambrose , th•• this is no christen learning , but a doctri•• of hipocrisy , idolatry , iewishnesse , yd••nesse , and deuilishnes , a forsaking of chr••• a curse , and dampnacion , as s. paule ••clareth through all his epistles.if any man teache yow ( saith he ) any •ther gospell , or kinde of doctrine , thatpage lxxvhaue taught yow , holde him accursed , galathians .",1550,JohnBale,t0,4,0,0
galathians,791738,"therfore paule is to be understande of theim that preache any thinge against the gospell , which he hadde taught the galathians , and they received it , but afterward forsoke it , receiving the olde lawe of moses and ioining it w t the gospel of christ , as though they could not be saved by faith in christe without the keping of those ceremonies then prohibite utterly this is i e trve meaning of saint paule saint austen expo wneth it generally of all doctrine that [ 294 ] is againste the apostles and the gospell established by their preching .",1547,RobertSmith,t0,33894,"for once ( saith he ) we have received those thinges of our auncestors , as if s. paule had not spoken of the gospell , but of beggerly ceremonies , which because they are an other gospell , and way of salvation , brought in by the pope , then s. paule delivered to the galathians : we hold the pope & then iustly accursed .",1580,WilliamFulke,t1,4,0,0
galathians,464141,"of paule to the romanes , corinthians , galathians , philippians , colossians , & c : doe they not bewray merueilous greate weaknes , exceeding great contention ?",1602,JosiasNichols,t1,193893,"againe the authority of paul writing to the galathians which hierom citeth , doth not warrant that the romanes shal not fall , but onely that the faith once preached may not be changed though an angell from heaven should attempt it , especially since the apostle commended the doctrine which they reserved to be the trve christian faith .",1585,ThomasBilson,t1,4,0,0
galathians,791035,"moreover they allege s. paule sayng to the galathians [ 292 ] but though we , or an angel frō heaven , preach save it , i t we have preached , i t same be cursed or diseuered frō your cōpany .",1547,RobertSmith,t0,334580,"after this , commeth that to the galathians : [ 38 ] a mans testament , when it is confirmed , no man doth abrogate , or addeth toit .",1590,LaurenceDeios,t1,4,0,0
cerimonies,159053,"and th{is } opiniō because naturally it flattereth men , hath engendered & encreased many ceremonies in the churche , vowes of monasticall living , abuses of the masse , and every day more and more sum or other have ( through this opiniō ) invented newe cerimonies and rites .",1536,Anonymous2,t0,708113,"as touching the disorders happened in the two orders by then devised , which are termed , the one the great obseruants , the other the iesse : [ 529 ] maister pasquier discoueret it at large , and time hath veresied it , adding these words : seeing it is so ( said he ) that in their lesse observance , there is neither vowe of virginity , nor proverbe , and therinto they receive all kinds of people indifferently , both priests and lay - men , married & vnmaired , & are not bound to be resident with the great obseruants , but permitted to dwell among the commō people , only that at certain fixed days , they assembled at their cōmon - house , to be participants with their outward cerimonies , so that according to this lawe and rule , it is not impertinent to see a whole towne to be iesvites .",1598,JeandeSerres,t1,4,0,0
cerimonies,38775,"behold then , what every man will do for his owne parte , i speake specially of the better sorte of i t worldely wise people , whiche will enterteine and kepe themselves in the favour of i e world : on the sunday he will not onely take holy water ( as they call it ) with other like cerimonies and also go to the masse , but also upon all other holy days , of i t which one part was institute , of very manifeste superstition : there one syngethe masse in i e honoure of a saincte , yea , oft such one where of there is none other probation , then that the pope hath put him in his paradice .",1548,JeanCalvin,t0,515471,"and if it be so , that the cerimonies used at the coronation of the kinges of fraunce , be the institutions of the primitive churche : how can one give eare to the ministers of the pretended religion séeing those thinges which they iudge woorst in the catholique church , are therin intirely obserued.let us knowe a little by what prooves they can showe us , that the institutions and ecclesiasticall orders , which at this day arevsed amongst the catholiques , be other then they were in the primitive church : it must followe necessarily ( as i beleeve ) that they shalbe the books and writings of the bishops of the same church .",1585,AndréMaillard,t1,4,0,0
cerimonies,159053,"and th{is } opiniō because naturally it flattereth men , hath engendered & encreased many ceremonies in the churche , vowes of monasticall living , abuses of the masse , and every day more and more sum or other have ( through this opiniō ) invented newe cerimonies and rites .",1536,Anonymous2,t0,515529,"if then it be apparant that the people have always béen constant , in observing the civill and humaine lawes : what ought they to have doon in the conservation of those , which have béen given then for their duty to god , and to the church?is it not known how long time i e iewes have kept without any change , the fourmes and cerimonies of the olde lawe ?",1585,AndréMaillard,t1,4,0,0
cerimonies,635260,"•furthermore all suche as occupy inchaūtmentis , coniurers , & witches , in their busines with many cerimonies reherse the worde of god also our saviour criste saith that many shall come in his name saing : i am criste , and they shall dysceue many / but how ?",1531,WilliamBarlow,t0,440451,"[ b]yet wolde some unwise man wene peradventure , that tindale dothe for all this not meane any thinge againste these holy ceremonies of the masse / but onely mokketh the preest bicause he speketh not all the secretes of the masse a lowde / and also bicause he teacheth not all i • parishe what all those cerimonies meane.surely there nedeth no man to dowte , but he that can find in his herte to make such mokkes uppon the devoute observaunces used so many hundred yeres about the masse / hath a lewde bestely minde againste the very sacrament it selfe.but iet to thende that every man may se it the more clerely : y shall perceive by his owne wordes that according to luthers bablinge in his boke of babilonica / tindale teacheth plainely that the blessed sacrament is in the masse [ c ] no sacrifice , none hoste , nor none oblacion / by which abominable herefye he taketh •uyte a way the very speciall profet and frute of all the masse .",1532,ThomasMore,t0,4,0,0
cerimonies,708113,"as touching the disorders happened in the two orders by then devised , which are termed , the one the great obseruants , the other the iesse : [ 529 ] maister pasquier discoueret it at large , and time hath veresied it , adding these words : seeing it is so ( said he ) that in their lesse observance , there is neither vowe of virginity , nor proverbe , and therinto they receive all kinds of people indifferently , both priests and lay - men , married & vnmaired , & are not bound to be resident with the great obseruants , but permitted to dwell among the commō people , only that at certain fixed days , they assembled at their cōmon - house , to be participants with their outward cerimonies , so that according to this lawe and rule , it is not impertinent to see a whole towne to be iesvites .",1598,JeandeSerres,t1,515529,"if then it be apparant that the people have always béen constant , in observing the civill and humaine lawes : what ought they to have doon in the conservation of those , which have béen given then for their duty to god , and to the church?is it not known how long time i e iewes have kept without any change , the fourmes and cerimonies of the olde lawe ?",1585,AndréMaillard,t1,4,0,0
cerimonies,440451,"[ b]yet wolde some unwise man wene peradventure , that tindale dothe for all this not meane any thinge againste these holy ceremonies of the masse / but onely mokketh the preest bicause he speketh not all the secretes of the masse a lowde / and also bicause he teacheth not all i • parishe what all those cerimonies meane.surely there nedeth no man to dowte , but he that can find in his herte to make such mokkes uppon the devoute observaunces used so many hundred yeres about the masse / hath a lewde bestely minde againste the very sacrament it selfe.but iet to thende that every man may se it the more clerely : y shall perceive by his owne wordes that according to luthers bablinge in his boke of babilonica / tindale teacheth plainely that the blessed sacrament is in the masse [ c ] no sacrifice , none hoste , nor none oblacion / by which abominable herefye he taketh •uyte a way the very speciall profet and frute of all the masse .",1532,ThomasMore,t0,708458,"the king and the queene his mother were at blois , where they received and welcommed her with great ioy and good countenance , and after many disputations touching divers particular points , specially the cerimonies , the agreement upon the marriage of her sonne with the kings sister was concluded , and the place of the espousals assigned at parris .",1598,JeandeSerres,t1,4,0,0
cerimonies,38960,"m any do aske me counsell oftentimes , how they shuld behave them selves amonge i e papistes where it is not lawful for them to worshippe god puerly : but every man is constrained to use many cerimonies which have bene invented against i e worde of god , and be full of superstitiō.",1548,JeanCalvin,t0,515573,"if i should admit , that in the common cerimonies , and which are indifferently used of eche one , there might some abuse créep in , what then ?",1585,AndréMaillard,t1,4,0,0
cerimonies,331896,"and the holy fathers of the churche at the beginninge , before there were any christen princis , upon great and urgent considerations , did ordeine the celebratinge of the sonday , of easter day , and certaine other feastes , and the fastinge of lent , and also divers other suche cerimonies in the churche , wherof a great parte is observed through all christendome unto this day .",1537,Anonymous2,t0,442187,"but tindall here with an ernest highe profession of godly spiritvall doctrine teacheth us a fals faith & many mortall heresies , and wolde with scripture destroy the scripture / and amid dis his ernest holines falleth in to mokkes and mowes , & maketh madde apysshe iestinge againste the holy cerimonies [ c ] and blessid sacramentis of• our saviour christe / & the thinges sanctified with the blessid blode of oure saviour tindall turneth in to scorne .",1532,ThomasMore,t0,4,0,0
cerimonies,159053,"and th{is } opiniō because naturally it flattereth men , hath engendered & encreased many ceremonies in the churche , vowes of monasticall living , abuses of the masse , and every day more and more sum or other have ( through this opiniō ) invented newe cerimonies and rites .",1536,Anonymous2,t0,38458,"let us take heade that we come not into suche cōdempnation.but the thing which i have taken chiefly to handell at this time , is to knowe whether a christian man being rightly instructe in the truthe of the gospell , when he is among the papistesdo offende god or not if he do as other do in going to i e masse , worshipping of images , reliques , & using such like cerimonies .",1548,JeanCalvin,t0,4,0,0
cerimonies,515573,"if i should admit , that in the common cerimonies , and which are indifferently used of eche one , there might some abuse créep in , what then ?",1585,AndréMaillard,t1,532591,"they taking uppon them in the art military ( which well becomes their calling ) to maintaine honour , defend their countrey and credite , and to fight in no quarrell but princes right and their owne honest causes , have set downe by certaine cerimonies , what wordes may touch them , what manner of men they may deale withall , what occasions may force a combate , what scope & liberty pertaines to a iust quarrell , and what restraines a manly minde from doing iniury to others or harming himselfe.on which resolution the souldier sets up his rest , and commonly hazards the winning or loosing , of as great thing as life may be worth , not with presumption procured to this danger , but with estimation of his honor haled forewarde ( by daunger of enemy ) to leave good example to those that comes after him.but beholde how this adventure happeneth , regard the circumstance of this hazard , way well what difficulty is aboute the matter , and marke the chiefe points ( and groundes of advantage ) that breedeth busines , and bringeth forth a combate.then must be noted , a simple souldier ( or mercenary man ) may not challenge a captaine , a meane captaine or centurion may not challenge a corronell , a corronell ( though leader of a regiment ) may not challenge a lord marshall of the field , a lord marshall ( having charge of life and death ) may not challenge the lord lieutenant of the army .",1593,ThomasChurchyard,t1,4,0,0
fulgentius,8576,"[ 81 ] saint cipriane i • blessed martire saith , which fulgentius also reciteth , that god is not the hearer of the voice , but of the herte , neither is he to be admonisshed w t exclamacions & outecryes , whiche seeth the thoughtes , as the lorde proveth & saith , what do y thinke wickednes in you re hartes ▪ & in another place , all congregacions shall know , that i am the searcher of the raines and harte , that is to say , of the inward parte .",1542,ThomasBecon,t0,601216,"hitherto this holy father fulgentius , whole wordes are as manifeste for the sacrifice of the masse , as they can be , therefore i will speake no more of them , but [ 258 ] reherse saint ambrose iudgement , that was above eleven hundred yeres since , whiche this hathe , rehersing saint laurences wordespage xcvispoken to sixtus the bisshoppe , whan he was ladde to suffre martirdome .",1546,RichardSmith,t0,4,0,0
fulgentius,75658,"[ 952 ] and the same is to be aunswered unto all that the adversaries bring of s. augustine , sedulius , leo , fulgentius .",1580,ThomasCranmer,t1,634614,"fulgentius in his 8 . chapter to thrasimund thus witnesseth farther , it remained for the full effecting of our redemption , that man assumpted to god should descend thither , whither man being seperate from god by the desert of sinne had fallen , that is to hell , where the soule of the sinner was wo nt to be punished , and to the grave where the flesh of the sinner was wonte to be corrupted : and that so notwithstanding , as neither his flesh could corrupt in the grave , neither his soule could be tormented in the sorrowes of hell : for his soule being free from sinne was not to be subiected to punishment , and his flesh being without sinne , corruption ought not to destroy it .",1592,AdamHill,t1,4,0,0
fulgentius,154898,"or howe is he present with faithfull people , but because he is very god , beinge without measure ? of these wordes of fulgentius it is declared most certainly , that christe is not here with us in earth , but by his godhead , & that his humanitee is in heaven onely , and absent from vs.yet the same is more plainly shewed ( if more plainely can bee spoken ) by uigilius a bishop and an holy martir .",1550,ThomasCranmer,t0,601559,[ 254 ] fulgentius ly .,1546,RichardSmith,t0,4,0,0
fulgentius,155445,"[ 356 ] and the same is to be answered unto all that the adversaries bring of s. augustin , sedulius , leo , [ 357 ] fulgentius , cassiodorus , gregorius , and other , concerning the eating of christe in the sacrament.which thing can not be understanded plainly as the wordes sounde , but fyguratiuely and spiritually , as before is sufficiently proved , and herafter shalbe more fully declared in the fourth parte of this booke.but here iohn damascene may in no wise be passed over , [ 358 ] whom for his auctoritee the adversaries of christes trve naturall body do reken as a stout champion sufficient to defend all the whole matter alone , but neither is the authoritee of damascene so greate , that they may oppresse us thereby , nor his woordes so plaine for them , as they boaste and vntruely pretende .",1550,ThomasCranmer,t0,688236,"whereby it appeareth that one and the same christe consisteth of both the natures , the worde and the fleshe.this is the faith and catholike confession which th'appostles delivered , [ 40 ] the martirs confirmed ; and the faithful do kepe untill this day.to these might be added fulgentius , [ 41 ] damasus , chrisostomus , hietome , bartrame , and barnarde , but these recited be sufficient to teache us that christes body & bloud are not really present in the formes of bread and wine : for if that were trve , then were it false to say , that christ in his humane nature is not now in earth : but in heanen , his humanity is in one place in heauē.",1582,PeterWhite,t1,4,0,0
fulgentius,174595,"there is , ( saith fulgentius ) abundantly enough , [ 9 ] both for men to eate , and children to sucke , there is , whatsoever is convenient for all ages , and for all degrees , & sortes of men .",1547,Anonymous,t0,785255,"not into his birth , but into his death are wee baptized.true it is which fulgentius hath : macula vitiatae propaginis inde incepit aboleri , vude in vnoquoque nascentium videbatur existere : as wee were sinnets in the cradle , so was christ our saviour in the manger .",1599,HenryPrice,t1,4,0,0
